1715	3.31514	0
1720	3.3139	0
1725	3.31268	0
1730	3.31146	0
1735	3.31025	0
1740	3.30905	0
1745	3.30785	0
1750	3.30667	0
1755	3.30549	0
1760	3.30433	0
1765	3.30317	0
1770	3.30202	0
1775	3.30087	0
1780	3.29974	0
1785	3.29861	0
1790	3.29749	0
1795	3.29638	0
1800	3.29527	0
1805	3.29418	0
1810	3.29309	0
1815	3.29201	0
1820	3.29093	0
1825	3.28986	0
1830	3.2888	0
1835	3.28775	0
1840	3.28671	0
1845	3.28567	0
1850	3.28463	0
1855	3.28361	0
1860	3.28259	0
1865	3.28158	0
1870	3.28057	0
1875	3.27957	0
1880	3.27858	0
1885	3.27759	0
1890	3.27662	0
1895	3.27564	0
1900	3.27468	0
1905	3.27372	0
1910	3.27276	0
1915	3.27181	0
1920	3.27087	0
1925	3.26993	0
1930	3.269	0
1935	3.26808	0
1940	3.26716	0
1945	3.26625	0
1950	3.26534	0
1955	3.26444	0
1960	3.26354	0
1965	3.26265	0
1970	3.26176	0
1975	3.26088	0
1980	3.26001	0
1985	3.25914	0
1990	3.25827	0
1995	3.25742	0
2000	3.25656	0
2005	3.25571	0
2010	3.25487	0
2015	3.25403	0
2020	3.2532	0
2025	3.25237	0
2030	3.25155	0
2035	3.25073	0
2040	3.24992	0
2045	3.24911	0
2050	3.2483	0
2055	3.2475	0
2060	3.24671	0
2065	3.24592	0
